Tweet,sentimen
"Selama satu hari uji coba , Bambang mengaku mendapat laporan bahwa arus lalu lintas di kawasan ganjil genap sedikit lebih lancar dibanding biasanya . Hanya saja , dampaknya ini baru bisa terasa di minggu pertama dan kedua setelah uji coba .",1
"Selanjutnya , pada tahap kedua akan diberikan peringatan peringatan kepada pelanggar yang masih melewati ruas ganjil genap .",1
""" Minggu kedua untuk memperingati kepada pelanggar - pelanggar , "" ujar dia .",1
Kemudian pada tahap ketiga petugas Dishub DKI Jakarta bersama dengan pihak kepolisian sudah mulai mengalihkan arus kendaraan yang hendak memasuki ruas ganjil genap .,1
""" Di minggu ketiga dan keempat uji coba , kami akan melakukan pengalihan - pengalihan . Baru nanti di awal Agustus akan kami tindak , "" ujar Bambang .",1
Pada masa pengalihan ini ia memastikan petugas Dishub dan kepolisian bakal bersiaga di titik - titik masuk kawasan ganjil genap .,1
""" Petugas di lapangan akan kami upayakan disiagakan terus pada masa pengalihan , "" ujarnya .",1
"Selain itu untuk mempermudah masyarakat yang akan menuju atau melewati kawasan yang terkena sistem ganjil genap , pihak Transjakarta bakal menyediakan tambahan bus .",1
""" Nanti akan ditambah sebanyak 204 bus , titiknya di rute - rute yang terkena ganjil genap , "" terangnya .",1
Pemerintah Kembali Perpanjang Kontrak Freeport di Indonesia,1
"REPUBLIKA , Direktur Jendral Mineral dan Batubara Kementerian ESDM , Bambang Gatot Ariyono , menjelaskan PT Freeport Indonesia kembali mendapatkan perpanjangan Izin Usaha Pertambangan Khusus ( IUPK ) .",1
Perpanjangan kontrak ini diberikan kepada Freeport karena proses negosiasi terkait divestasi belum selesai .,1
"Gatot menjelaskan , keputusan perpanjangan IUPK ini didasari atas Keputusan Menteri Nomer 1872 Tahun 2018 .",1
Merupakan perubahan keempat dari Keputusan Menteri Nomor 413 Tahun 2017 .,1
Gatot menjelaskan perpanjangan kontrak sampai 31 Juli mendatang ini harapannya sejalan dengan rencana selesainya negosiasi divestasi yang juga ditargetkan pada akhir Juli kelak .,1
""" Target negosiasi selesai pada akhir Juli .",1
"Jadi , pertimbangannya perpanjangan IUPK ini juga berdasarkan target negosiasi , "" ujar Gatot di Gedung Minerba Tebet , Rabu ( 4 / 7 ) .",1
"Gatot menjelaskan hingga pertengahan Juni 2018 , realisasi ekspor konsentrat Freeport sebesar 460 . 500 metrik ton .",1
Sedangkan total produksi harian hingga 3 Juli 2018 sebesar 146 . 896 ton ore per hari dari target awal rata rata produksi harian bisa mencapai 176 . 614 ton ore per hari .,1
"Freeport juga masih mengantongi jatah volume ekspor konsentrat hingga Februari 2019 mendatang sebesar 1 , 24 juta metrik ton .",1
BI Puas dengan Inflasi Rendah,1
"Gubernur Bank Indonesia ( BI ) Perry Warjiyo ( kiri ) dan Deputi Gubernur Mirza Adityaswara memberikan keterangan pers hasil Rapat Dewan Gubernur di kantor pusat BI Jakarta , Jumat ( 29 / 6 ) .",1
Pertumbuhan ekonomi belum sesuai dengan harapan .,0
"REPUBLIKA , Bank Indonesia ( BI ) mengaku puas dengan tingkat inflasi saat ini .",1
Inflasi hingga periode ramadan serta lebaran masih terjaga sesuai dengan target .,1
""" Kami cukup puas .",1
"Hal itu karena , sok far di masa lebaran dan ramadan pun angka inflasinya lebih rendah dibandingkan rata - rata ramadan dan lebaran biasanya , "" ujar Deputi Gubernur Senior BI Mirza Adityaswara kepada wartawan di Jakarta , Selasa , ( 3 / 7 ) .",1
"Ia menyebutkan , tingkat inflasi pada Juni 2018 sebesar 0 , 59 persen month to month ( mtm ) .",1
"Sebelumnya pada Mei 2018 , angka inflasinya sebesar 0 , 21 persen mtm .",1
""" Meski Juni lebih tinggi dibandingkan Mei , tapi lebih baik dibandingkan inflasi ramadan atau lebaran sebelumnya , "" jelas Mirza .",1
"Sementara itu , kata dia , secara tahun to date ( ytd ) inflasi sampai Juni 2018 sebesar 1 , 9 persen lalu secara tahun on tahun ( yoy ) sekitar 3 , 2 persen .",1
""" Maka kita optimis target inflasi 3 , 5 persen tahun ini bisa dicapai , "" tegasnya .",1
Luhut Serahkan Kisruh Internal Garuda Indonesia ke Rini,0
Kemenko Maritim memfasilitasi mediasi antara manajemen dengan asosiasi pilot Garuda,1
"REPUBLIKA , Menteri Koordinator Bidang Kemaritiman Luhut Binsar Pandjaitan mengaku telah menyerahkan masalah kisruh internal Garuda Indonesia kepada Menteri BUMN Rini Soemarno .",1
"Menurut Luhut , Menteri BUMN yang akan melanjutkan tahapan perundingan lanjutan .",1
""" Saya tidak tahu lagi .",1
Tugas saya sudah selesai .,1
"Saya serahkan kepada Menteri Rini yang urus , "" katanya di Kemenko Kemaritiman Jakarta , Selasa ( 3 / 7 ) .",1
Luhut menyebut poin - poin yang ditangani pihaknya telah selesai dirundingkan .,1
Sejumlah tuntutan karyawan lain yang bukan ranah kebijakan Luhut akan diserahkan kepada Kementerian BUMN .,1
""" Sudah kita selesaikan .",1
"Biar Menteri Rini yang menyelesaikan , "" ujarnya .",1
Kemenko Kemaritiman memfasilitasi mediasi antara manajemen Garuda Indonesia dengan Asosiasi Pilot Garuda ( APG ) dan Sekretariat Bersama Serikat Karyawan PT Garuda Indonesia ( Sekarga ) .,1
"Kementerian itu bahkan membentuk satuan tugas khusus untuk melakukan mediasi dengan melibatkan Kementerian Perhubungan , Kementerian BUMN dan Kantor Staf Presiden ( KSP ) sejak awal Juni lalu .",1
Satgas dibentuk untuk memediasi kisruh antara manajemen dan karyawan agar tidak ada kepentingan umum yang terabaikan .,1
Hal itu menyusul ancaman APG yang ingin melakukan mogok kerja pada momentum penting seperti mudik Lebaran .,0
"Kisah penemuan Nining Sunarsih ( 53 ) , setelah perempuan itu dinyatakan tewas ditelan ombak di Pantai Pelabuhan ratu , Sukabumi , Jawa Tengah , 8 Januari 2017 , disertai sejumlah peristiwa janggal .",0
"Nining ditemukan keluarganya tergeletak dipenuhi pasir di pantai tersebut , Minggu ( 1 / 7 ) akhir pekan lalu , persis di sekitar lokasi dirinya tenggelam pada 1 , 5 tahun silam .",0
"Setibanya di lokasi , mereka berpencar untuk mencari Nining .",1
"Terus saya sama yang lain mencari Nining , saya ke arah Barat , "" katanya kepada Suara . com , di RSUD R Syamsudin , Kota Sukabumi , Senin ( 2 / 7 / 2018 ) .",1
"Sekitar 10 menit melakukan pencarian , Elah akhirnya menemukan Nining tergeletak di tepi pantai dengan kondisi rambut penuh pasir dan basah .",1
""" Tidak lama mencari , saya kali pertama menemukan Nining itu tergeletak begitu saja di pinggir pantai .",1
"Saya sempat tak percaya , terus saya panggil ibunya , Tating ( 63 ) .",1
"Akhirnya baru yakin pas lihat bajunya sama kayak dipakai pas hilang tahun 2017 lalu , "" papar Elah .",1
"Setelah yakin , mereka memapah tubuh Nining yang lemas dari tepi pantai menuju mobil di area parkiran .",1
"Di situlah , kejadian yang aneh terjadi .",0
""" Waktu itu kondisi pantai ramai , banyak orang lah .",1
Tapi pas lewat situ sambil bawa Nining seperti tidak ada yang melihat kami .,0
"Seperti cuek begitu , padahal kan kami membawa orang yang lagi dipapah , "" ungkapnya .",0
"Sesampainya di mobil , keluarga langsung membawa Nining ke rumahnya yang berada di Kampung Cibunar , Desa Gede Pangrango , Kecamatan Kadudampit , Kabupaten Sukabumi , Jawa Barat .",1
Elah dan keluarga menganggap ditemukannya Nining setelah sempat dinyatakan hilang tenggelam pada 8 Januari 2017 lalu itu sebagai kuasa Allah SWT .,1
Ia berharap agar kondisi Nining cepat pulih dan bisa berkomunikasi seperti biasa .,1
"Kepala Pusat Data Informasi dan Hubungan Masyarakat Badan Nasional Penanggulangan Bencana ( BNPB ) Sutopo Purwo Nugroho mengatakan Kapal Motor Lestari Maju yang dilaporkan tenggelam di Perairan Selayar , Kabupaten Bulukumba , Sulawesi Selatan mengangkut 139 penumpang .",0
KM Lestari Maju yang sedang berlayar menuju Kabupaten Selayar dilaporkan kecelakaan dan tenggelam pada Selasa pukul 14 . 30 WITA .,0
Kapal diperkirakan mengalami kebocoran lambung kiri sehingga tenggelam .,0
""" Badan SAR Nasional Kabupaten Bulukumba sedang menuju ke lokasi kejadian untuk melakukan penyelamatan terhadap penumpang yang menjadi korban .",1
"Badan penanggulangan bencana daerah membantu penanganan dan melakukan pendataan , "" tuturnya .",1
"Saat ini sambung Sutopo , Pos Komando BNPB terus berkoordinasi dengan BPBD , Basarnas dan pihak - pihak lain .",1
"Nik Faisal Ariff Kamil , tokoh kunci mega korupsi di Malaysia , diduga tinggal dan mempunyai rumah di Indonesia .",0
"Sumber anonim kepada The Star , Selasa , 3 Juli 2018 mengatakan , Nik Faisal berada di Indonesia sejak skandal 1MDB terbongkar .",0
"Kenalan Nik Faisal menambahkan , banyak perubahan pada Nik Faisal dan keluarganya .",0
Sang kenalan mengaku takjub Nik Faisal bisa mengumpulkan kekayaan dalam waktu sekejap .,0
"Komisi Anti korupsi Malaysia kali pertama mengeluarkan surat panggilan untuk Nik Faisal pada 2015 , bersamaan dengan penyelidikan perdana atas 1MDB dan SRC International .",1
SRC International terbukti pernah menerbitkan surat utang senilai USD 1 miliar dengan jaminan pemerintah Malaysia .,0
"Belakangan terungkap , SRC beberapa kali mengalirkan uang ke rekening pribadi Najib Razak , mantan Perdana Menteri Malaysia .",0
Najib kini sudah ditahan Komisi Anti korupsi Malaysia .,1
"Wali Kota di salah satu kota di Filipina ditembak mati dalam upacara pengibaran bendera , Senin 2 Juli 2018 .",0
"Wali Kota Tanauan , Antonio Halili , tewas akibat satu tembakan senjata api ke bagian dada oleh seorang penyerang tak dikenal .",0
Kabar disampaikan Inspektur Polisi Renato Mercado kepada kantor berita CNN .,1
"Penembakan terjadi di tengah lantunan lagu kebangsaan Filipina , Lupang Hinirang , sekitar pukul 08 . 00 pagi waktu setempat di Kota Tanauan , yang terletak sekitar 67 , 5 kilometer dari Manila .",0
Halili meninggal di tempat kejadian .,0
Sebuah video dari acara yang diunggah ke Facebook memperlihatkan beberapa orang berdiri dengan tangan diletakkan ke dada mereka saat lagu kebangsaan dilantunkan .,1
"Kamera bergerak menjauh dari momen Halili , dan tiba - tiba suara tembakan terdengar .",0
"Kepala Inspektur Polisi Calabarzon Edward Carranza mengatakan , seorang penembak jitu mungkin bertanggung jawab atas kematian tersebut .",0
""" Kami segera membentuk satuan tugas untuk menangani kasus itu , "" kata Carranza , menurut situs berita lokal PhilStar , seperti dikutip dari UPI , Senin 2 Juli 2018 .",1
Hingga saat ini belum ada tersangka yang ditangkap serta motifnya juga belum dapat dipastikan .,0
Halili dikenal karena praktik kontroversialnya mengarak terduga penjual narkotika di jalanan umum .,0
Banyak dari terduga pengedar narkoba diseret Halili sebelum ada proses peradilan .,0
Pendekatan Halili terhadap kejahatan narkoba ini dinilai mirip dengan apa yang dikerjakan Presiden Filipina Rodrigo Duterte .,0
"Jika Yogyakarta punya Jalan Malioboro , maka Okinawa punya Kokusai Street atau Kokusai Dori yang dalam bahasa Indonesia berarti Jalan International .",1
"Berlokasi di pusat Kota Naha , jalan sepanjang 1 , 6 kilometer ini menjadi destinasi wisata belanja utama di Okinawa .",1
"Kokusai Street sendiri punya sejarah keberadaan yang panjang , pada masa perang dunia II kawasan ini menjadi salah satu area terparah yang terkena dampak perang , namun kegigihan masyarakatnya membuat kawasan ini dapat dengan mudah merecovery dirinya , yang membuat kehidupan semakin berkembang hingga saat ini .",1
"Di sepanjang Kokusai Street , wisatawan bisa menemukan beragam toko souvenir yang menjual berbagai jenis kerajinan tradisional masyarakat Okinawa , mulai dari pigura shisha lion sampai pakaian Bin - gata .",1
"Tak hanya itu , kesan tradisional Kokusai Street juga terlihat dari restoran yang ada di sepanjang jalan .",1
"Berbagai restoran tersebut menyajikan menu khas Okinawa , termasuk menu halal untuk wisatawan muslim , seperti chicken grill , soba noodle , hingga tempura sambil ditemani tari - tarian tradisional yang menggambarkan kebudayaan asli Okinawa .",1
Salah satu restoran paling hit di Kokusai Street adalah Sui - ten - rou .,1
Semua toko dan restoran di Kokusai Street hanya menerima uang Yen .,1
"Namun pelancong asal Indonesia tak perlu khawatir , pasalnya di beberapa titik sepanjang Kokusai Street ada Anjungan Tunai Mandiri internasional , yang bisa diambil menggunakan kartu ATM Indonesia berlogo Master card , Maestro , Cirrus , dan Visa .",1
Menteri Keuangan Sri Mulyani Indrawati enggan mengomentari banyak terkait langkah PT Pertamina ( Persero ) yang menaikkan harga Bahan Bakar Minyak ( BBM ) jenis pertamax .,0
"Menurutnya , kebijakan itu murni strategi bisnis dari perusahaan pelat merah tersebut .",1
"Diketahui , PT Pertamina ( Persero ) telah menaikkan harga bahan bakar minyak ( BBM ) non subsidi jenis Pertamax pada Minggu ( 1 / 7 ) .",0
Harga Pertamax naik Rp 600 menjadi Rp 9 . 500 per liter .,0
Kemudian harga Pertamax Turbo naik Rp 600 menjadi Rp 10 . 700 per liter .,0
Sedangkan harga Pertamina Dex naik Rp 500 menjadi Rp 10 . 500 per liter dan harga Dexlite naik Rp 900 menjadi Rp 9 . 000 per liter .,0
"Vice President Corporate Communication Pertamina , Adiatma Sardjito mengatakan , penyesuaian harga BBM jenis Pertamax , Pertamax Turbo , Dexlite dan Pertamina Dex , merupakan dampak dari harga minyak mentah dunia yang terus merangkak naik .",0
"SpaceX akhirnya mendapat kontrak berikutnya untuk roket terkuat di dunia , Falcon Heavy .",1
Perusahaan tersebut mendapat kontrak militer rahasia dari Angkatan Udara AS untuk mengangkut misi AFSPC - 52 ke orbit pada 2020 .,1
"Kontrak ini berhasil dimenangkan SpaceX dengan biaya peluncuran yang bernilai Rp 1 , 8 triliun ( US $ 130 juta ) .",1
"Padahal sebelumnya Elon Musk mengungkap bahwa untuk membangun sistem ini , pihaknya setidaknya menghabiskan dana US $ 500 juta dolar , seperti disebutkan The Verge .",0
Terpaut jauh dari harga yang ditawarkan kompetitornya Lockheed Martin yang beraliansi dengan United Launch Alliance .,0
Harga yang kelewat murah inilah yang kemungkinan besar membuat Angkatan Udara AS luluh untuk akhirnya mengizinkan Falcon Heavy untuk membawa misi militer tersebut ke orbit .,1
Ini adalah misi kelima Falcon Heavy .,1
"Sebelumnya , roket ini sudah digunakan untuk mengangkut misi demonstrasi Air Force STP - 2 dan satelit Arabsat yang rencananya akan dilakukan meluncur tahun ini .",1
"Sementara itu , operator lain seperti Intelsat , Viasat dan Inmarsat , juga memiliki jadwal peluncuran namun belum menentukan akan menggunakan roket mana untuk peluncuran tersebut .",0
Jadi sepertinya Falcon Heavy masih memiliki kesempatan untuk meluncurkan beberapa peluncuran lain sebelum menangani misi Angkatan Udara AS .,1
"Satuan Reserse Narkoba Polres Karimun melimpahkan kasus penyelundupan 19 , 7 kilogram sabu ke Kejaksaan Negeri Karimun .",1
Pelimpahan tersangka beserta barang bukti ini setelah berkas tahap II dinyatakan lengkap .,1
"Satu orang telah dilimpahkan terlebih dahulu , yaitu tersangka Bh .",1
Dua tersangka lagi dalam waktu dekat akan dilakukan .,1
Pelimpahan terhadap tersangka dan barang bukti setelah polisi melengkapi berkas - berkas penyelidikan pada kasus tersebut .,1
"Untuk Bh sudah terlebih dahulu pada bulan ramadan kemarin , "" ujar Kasat Narkoba Polres Karimun AKP Rayendra Arga Prayana , Kamis ( 28 / 6 / 2018 ) .",1
Proses persidangan akan segera dilakukan setelah pelimpahan tersangka beserta sisa barang bukti yang sebagian telah dimusnahkan terlebih dahulu .,1
"Sebanyak 19 , 162 gram narkotika jenis sabu dengan cara dilarutkan menggunakan air panas .",1
Barang haram tersebut diselundupkan tiga orang tersangka asal Karimun dari OPL menuju pulau Buru .,0
Para tersangka menggunakan Pompong untuk membawa sabu tersebut pada 28 Febuari lalu .,0
Tiga pelaku ditangkap setelah upaya penyelundupan yang kesekian kalinya .,1
"Terhitung sejak bulan Desember 2017 , tiga tersangka sudah 4 kali melakukan penyelundupan narkotika ke wilayah Kabupaten Karimun , sebanyak 13 kg sabu .",0
Mereka akhirnya ditangkap pada upaya penyeludupan ke - 4 setelah dilakukan pengintaian oleh kepolisian Polres Karimun .,1
"Menteri Badan Usaha Milik Negara Rini Soemarno meninjau lokasi Tunnel 1 Kereta Cepat Jakarta - Bandung di Halim Jakarta Timur , 2 Mei 2018 .",1
"Selain itu , harus bisa menjadi agen perubahan di perusahaan BUMN yang dipimpin .",1
""" Lalu dapat mengambil keputusan yang selaras dengan tujuan strategis organisasi dan berani melakukan investasi jangka panjang untuk kelangsungan perusahaan , "" ucap dia .",1
Rini menjelaskan kemitraan strategis dengan para pemangku dilakukan untuk mencapai dan meningkatkan hasil yang optimal dan mampu meningkatkan nilai tambah bagi para pemgang kepentingan .,1
"Dalam hal ketajaman bisnis , kata Rini , pemimpin BUMN harus memiliki kemampuan dalam memanfaatkan peluang untuk mendapatkan keuntungan dan mengembangkan kegiatan bisnis perusahaan .",1
"Sementara itu , sebagai agen perubahan , pemimpin BUMN harus bisa membawa perubahan signifikan pada pertumbuhan organisasi yang berkelanjutan .",1
""" Oleh karena itu keputusan yang diambil harus berdasarkan evaluasi dan pertimbangan berbagai aspek juga pemantauan pelaksanaan yang selaras dengan tujuan strategis organisasi , "" ucap dia .",1
Selain itu pemimpin perusahaan BUMN juga harus bisa melakukan investasi jangka panjang .,1
"Tol Trans Jawa Selesai Akhir Tahun , Rini : Saya Mau Nyupir Sendiri dari Merak",1
"Menteri BUMN Rini Soemarno menyapa dari dalam lokomotif ketika pelepasan mudik gratis BUMN di Stasiun Pasar Senen , Jakarta , Selasa , 5 Juni 2018",1
"TEMPO , Menteri Badan Usaha Milik Negara ( BUMN ) Rini Soemarno menargetkan Tol Trans Jawa Merak - Probolinggo dapat selesai pada akhir 2018 .",1
""" Saya rencananya mau menyopir sendiri dari Merak ke sana , "" kata Rini dalam sambutannya dalam acara ECGL Leadership Forum di Hotel Fairmont Jakarta , Rabu , 4 Juli 2018 .",1
